dataset,graph,solver,num_nodes,num_edges,total_time_ms,solve_time_ms,transformation_time_ms,mwu_iterations,avg_oracle_time_ms,mendel_total_ms,mendel_avg_ms,oblivious_ratio,demand_model,offline_opt,achieved_congestion,ratio_pct,status
Backbone,1755.lgf,raecke_ckr_mendel,18,66,18,0,0,44,0,0,0,5.61926,uniform,165729,1.48018e+06,893.135,OK
Backbone,1755.lgf,raecke_ckr_mendel,18,66,18,0,0,44,0,0,0,5.61926,bimodal,18201.4,189146,1039.19,OK
Backbone,1755.lgf,raecke_ckr_mendel,18,66,18,0,0,44,0,0,0,5.61926,gaussian,167562,1.84466e+06,1100.89,OK
Backbone,1755.lgf,raecke_ckr_mendel,18,66,18,0,0,44,0,0,0,5.61926,gravity,1.8624,30.4132,1633.01,OK
Backbone,3257.lgf,electrical,27,128,24,23,0,17,1,NaN,NaN,30.1055,uniform,358578,5.611e+06,1564.79,OK
Backbone,3257.lgf,electrical,27,128,24,23,0,17,1,NaN,NaN,30.1055,bimodal,48479.8,661384,1364.25,OK
Backbone,3257.lgf,electrical,27,128,24,23,0,17,1,NaN,NaN,30.1055,gaussian,525565,6.63425e+06,1262.31,OK
Backbone,3257.lgf,electrical,27,128,24,23,0,17,1,NaN,NaN,30.1055,gravity,1.88445,85.7861,4552.32,OK
Backbone,3257.lgf,raecke_frt,27,128,98,44,1,45,0.977778,NaN,NaN,6.12505,uniform,358578,1.6342e+06,455.745,OK
Backbone,3257.lgf,raecke_frt,27,128,98,44,1,45,0.977778,NaN,NaN,6.12505,bimodal,48479.8,195682,403.636,OK
Backbone,3257.lgf,raecke_frt,27,128,98,44,1,45,0.977778,NaN,NaN,6.12505,gaussian,525565,1.97589e+06,375.955,OK
Backbone,3257.lgf,raecke_frt,27,128,98,44,1,45,0.977778,NaN,NaN,6.12505,gravity,1.88445,25.5461,1355.63,OK
Backbone,3257.lgf,raecke_ckr,27,128,35,0,1,45,0,NaN,NaN,7.28946,uniform,358578,2.03606e+06,567.815,OK
Backbone,3257.lgf,raecke_ckr,27,128,35,0,1,45,0,NaN,NaN,7.28946,bimodal,48479.8,255548,527.122,OK
Backbone,3257.lgf,raecke_ckr,27,128,35,0,1,45,0,NaN,NaN,7.28946,gaussian,525565,2.3858e+06,453.95,OK
Backbone,3257.lgf,raecke_ckr,27,128,35,0,1,45,0,NaN,NaN,7.28946,gravity,1.88445,32.7039,1735.46,OK
Backbone,3257.lgf,raecke_random_mst,27,128,61,0,30,51,0,NaN,NaN,8.04273,uniform,358578,2.66451e+06,743.077,OK
Backbone,3257.lgf,raecke_random_mst,27,128,61,0,30,51,0,NaN,NaN,8.04273,bimodal,48479.8,311392,642.313,OK
Backbone,3257.lgf,raecke_random_mst,27,128,61,0,30,51,0,NaN,NaN,8.04273,gaussian,525565,3.15721e+06,600.727,OK
Backbone,3257.lgf,raecke_random_mst,27,128,61,0,30,51,0,NaN,NaN,8.04273,gravity,1.88445,40.1428,2130.22,OK
Backbone,3257.lgf,raecke_frt_mendel,27,128,159,59,0,112,0.464286,0,0,6.12238,uniform,358578,1.57074e+06,438.049,OK
Backbone,3257.lgf,raecke_frt_mendel,27,128,159,59,0,112,0.464286,0,0,6.12238,bimodal,48479.8,227214,468.679,OK
Backbone,3257.lgf,raecke_frt_mendel,27,128,159,59,0,112,0.464286,0,0,6.12238,gaussian,525565,1.90343e+06,362.168,OK
Backbone,3257.lgf,raecke_frt_mendel,27,128,159,59,0,112,0.464286,0,0,6.12238,gravity,1.88445,22.6559,1202.26,OK
Backbone,3257.lgf,raecke_ckr_mendel,27,128,139,39,0,108,0.351852,0,0,5.89315,uniform,358578,1.45762e+06,406.5,OK
Backbone,3257.lgf,raecke_ckr_mendel,27,128,139,39,0,108,0.351852,0,0,5.89315,bimodal,48479.8,224137,462.331,OK
