dataset,graph,solver,num_nodes,num_edges,total_time_ms,solve_time_ms,transformation_time_ms,mwu_iterations,avg_oracle_time_ms,mendel_total_ms,mendel_avg_ms,demand_model,offline_opt,achieved_congestion,ratio_pct,status
SNDLib_Topologies,16_optic_pan_eu.lgf,lp,16,44,2787,NaN,NaN,NaN,NaN,NaN,NaN,gaussian,3604.03,15048.8,417.555,OK
SNDLib_Topologies,16_optic_pan_eu.lgf,lp,16,44,2787,NaN,NaN,NaN,NaN,NaN,NaN,gravity,1.86777,6.06364,324.646,OK
SNDLib_Topologies,16_test_torus_4x4.lgf,lp,16,64,7574,NaN,NaN,NaN,NaN,NaN,NaN,uniform,2239.47,5099,227.688,OK
SNDLib_Topologies,16_test_torus_4x4.lgf,lp,16,64,7574,NaN,NaN,NaN,NaN,NaN,NaN,bimodal,199.262,1059.58,531.75,OK
SNDLib_Topologies,16_test_torus_4x4.lgf,lp,16,64,7574,NaN,NaN,NaN,NaN,NaN,NaN,gaussian,2676.68,7589.79,283.552,OK
SNDLib_Topologies,16_test_torus_4x4.lgf,lp,16,64,7574,NaN,NaN,NaN,NaN,NaN,NaN,gravity,1.875,4,213.333,OK
SNDLib_Topologies,16_test_torus_4x4.lgf,lp,16,64,7480,NaN,NaN,NaN,NaN,NaN,NaN,bimodal,282.136,1735.21,615.024,OK
SNDLib_Topologies,16_test_torus_4x4.lgf,lp,16,64,7480,NaN,NaN,NaN,NaN,NaN,NaN,uniform,2237.31,6086,272.023,OK
SNDLib_Topologies,16_test_torus_4x4.lgf,lp,16,64,7480,NaN,NaN,NaN,NaN,NaN,NaN,gaussian,2785.72,8023.18,288.011,OK
SNDLib_Topologies,16_test_torus_4x4.lgf,lp,16,64,7480,NaN,NaN,NaN,NaN,NaN,NaN,gravity,1.875,4,213.333,OK
SNDLib_Topologies,17_optic_german.lgf,lp,17,52,2470,NaN,NaN,NaN,NaN,NaN,NaN,uniform,3668.67,13158,358.659,OK
SNDLib_Topologies,17_optic_german.lgf,lp,17,52,2470,NaN,NaN,NaN,NaN,NaN,NaN,bimodal,486.251,2672.47,549.607,OK
SNDLib_Topologies,17_optic_german.lgf,lp,17,52,2470,NaN,NaN,NaN,NaN,NaN,NaN,gaussian,4202.82,16320.1,388.312,OK
SNDLib_Topologies,17_optic_german.lgf,lp,17,52,2470,NaN,NaN,NaN,NaN,NaN,NaN,gravity,1.86538,7.84615,420.619,OK
SNDLib_Topologies,17_optic_german.lgf,lp,17,52,2450,NaN,NaN,NaN,NaN,NaN,NaN,bimodal,494.365,2208.89,446.814,OK
SNDLib_Topologies,17_optic_german.lgf,lp,17,52,2450,NaN,NaN,NaN,NaN,NaN,NaN,uniform,3500.33,12652,361.451,OK
SNDLib_Topologies,17_optic_german.lgf,lp,17,52,2450,NaN,NaN,NaN,NaN,NaN,NaN,gaussian,3906.02,15714.8,402.322,OK
SNDLib_Topologies,17_optic_german.lgf,lp,17,52,2450,NaN,NaN,NaN,NaN,NaN,NaN,gravity,1.86538,7.84615,420.619,OK
SNDLib_Topologies,20_optic_arpa.lgf,lp,21,50,4078,NaN,NaN,NaN,NaN,NaN,NaN,uniform,5060,24075,475.791,OK
SNDLib_Topologies,20_optic_arpa.lgf,lp,21,50,4078,NaN,NaN,NaN,NaN,NaN,NaN,bimodal,962.993,5231.47,543.251,OK
SNDLib_Topologies,20_optic_arpa.lgf,lp,21,50,4078,NaN,NaN,NaN,NaN,NaN,NaN,gaussian,5579.03,28591.7,512.485,OK
SNDLib_Topologies,20_optic_arpa.lgf,lp,21,50,4078,NaN,NaN,NaN,NaN,NaN,NaN,gravity,1.8976,9.56,503.794,OK
SNDLib_Topologies,20_optic_arpa.lgf,lp,21,50,4417,NaN,NaN,NaN,NaN,NaN,NaN,bimodal,799.628,3709.04,463.846,OK
SNDLib_Topologies,20_optic_arpa.lgf,lp,21,50,4417,NaN,NaN,NaN,NaN,NaN,NaN,uniform,4930.16,24489,496.718,OK
SNDLib_Topologies,20_optic_arpa.lgf,lp,21,50,4417,NaN,NaN,NaN,NaN,NaN,NaN,gaussian,6502.96,32549.8,500.537,OK
SNDLib_Topologies,20_optic_arpa.lgf,lp,21,50,4417,NaN,NaN,NaN,NaN,NaN,NaN,gravity,1.8976,9.56,503.794,OK
SNDLib_Topologies,21_test_tnet.lgf,lp,21,50,4055,NaN,NaN,NaN,NaN,NaN,NaN,uniform,4993.6,24619,493.011,OK
SNDLib_Topologies,21_test_tnet.lgf,lp,21,50,4055,NaN,NaN,NaN,NaN,NaN,NaN,bimodal,565.515,2783.51,492.208,OK
SNDLib_Topologies,21_test_tnet.lgf,lp,21,50,4055,NaN,NaN,NaN,NaN,NaN,NaN,gaussian,6053.68,33346.4,550.845,OK
